Employee Number,Age,Gender,Education Level,Educational Field,Position
1038,52,Female,1,Marketing,Manager
1039,44,Female,3,Medical,Sales Executive
1040,50,Female,3,Life Sciences,Sales Executive
1042,36,Female,4,Life Sciences,Laboratory Technician
1043,39,Female,3,Medical,Manufacturing Director
1044,33,Female,1,Life Sciences,Sales Representative
1045,45,Female,2,Life Sciences,Manager
1046,32,Female,4,Medical,Laboratory Technician
1047,34,Male,4,Marketing,Sales Executive
1048,59,Male,2,Technical Degree,Manager
1049,45,Male,4,Medical,Human Resources
1050,53,Female,3,Marketing,Sales Executive
1052,36,Male,3,Other,Laboratory Technician
1055,34,Female,4,Life Sciences,Sales Representative
1060,38,Male,4,Other,Research Scientist
1061,50,Male,4,Medical,Research Director
1062,37,Female,3,Other,Healthcare Representative
1066,40,Male,3,Marketing,Sales Executive
1069,46,Male,4,Medical,Research Director
1070,54,Female,4,Life Sciences,Sales Executive
1071,56,Female,3,Medical,Research Scientist
1073,36,Female,5,Medical,Manufacturing Director
1074,55,Male,1,Medical,Manager
1076,43,Male,3,Medical,Sales Executive
1080,46,Female,4,Life Sciences,Research Scientist
1081,51,Male,4,Life Sciences,Research Scientist
1085,41,Female,2,Technical Degree,Research Scientist
1088,38,Female,1,Life Sciences,Healthcare Representative
1092,40,Male,4,Technical Degree,Healthcare Representative
1096,55,Male,1,Life Sciences,Manufacturing Director
1098,44,Male,2,Medical,Human Resources
1099,33,Male,3,Life Sciences,Healthcare Representative
1100,35,Male,3,Technical Degree,Sales Executive
1101,33,Female,4,Medical,Research Scientist
1103,34,Male,1,Life Sciences,Healthcare Representative
1105,37,Female,4,Life Sciences,Sales Executive
1108,33,Male,3,Medical,Research Scientist
1109,42,Male,2,Medical,Manager
1113,50,Male,4,Other,Sales Executive
1114,33,Female,3,Life Sciences,Sales Executive
1115,34,Male,4,Life Sciences,Research Scientist
1116,48,Male,4,Medical,Manager
1117,45,Female,4,Life Sciences,Sales Executive
1118,52,Male,4,Life Sciences,Healthcare Representative
1119,38,Male,4,Marketing,Sales Executive
1124,46,Male,1,Marketing,Manager
1125,38,Male,2,Marketing,Sales Executive
1126,43,Female,3,Life Sciences,Manufacturing Director
1127,39,Male,3,Life Sciences,Healthcare Representative
1128,40,Male,3,Medical,Research Director
1132,39,Male,3,Life Sciences,Laboratory Technician
1133,36,Male,4,Life Sciences,Manufacturing Director
1135,31,Male,3,Life Sciences,Sales Representative
1137,35,Male,2,Marketing,Sales Executive
1138,49,Male,4,Technical Degree,Sales Executive
1140,34,Male,2,Life Sciences,Manufacturing Director
1148,42,Male,3,Medical,Laboratory Technician
1152,38,Male,3,Human Resources,Human Resources
1157,33,Female,4,Marketing,Sales Executive
1158,41,Male,4,Life Sciences,Laboratory Technician
1160,31,Male,3,Medical,Laboratory Technician
1161,37,Female,2,Medical,Healthcare Representative
1163,34,Female,1,Life Sciences,Sales Executive
1164,35,Male,4,Technical Degree,Human Resources
1166,40,Female,4,Medical,Research Director
1167,42,Male,3,Life Sciences,Sales Executive
1171,42,Male,4,Marketing,Sales Executive
1172,35,Male,4,Medical,Laboratory Technician
1180,40,Female,2,Medical,Research Scientist
1182,35,Male,3,Life Sciences,Manufacturing Director
1184,34,Male,3,Medical,Healthcare Representative
1185,35,Male,4,Other,Laboratory Technician
1188,43,Female,3,Marketing,Sales Executive
1190,32,Female,1,Life Sciences,Sales Representative
1191,56,Female,4,Technical Degree,Manager
1195,45,Female,3,Medical,Research Scientist
1196,37,Female,3,Life Sciences,Manufacturing Director
1200,44,Male,4,Life Sciences,Research Scientist
1201,53,Female,2,Medical,Manager
1204,46,Female,3,Marketing,Manager
1206,44,Male,3,Life Sciences,Research Scientist
1207,33,Male,3,Human Resources,Human Resources
1210,41,Male,2,Life Sciences,Research Scientist
1212,40,Male,4,Medical,Sales Executive
1215,50,Female,3,Medical,Manager
1217,46,Male,2,Life Sciences,Research Director
1218,35,Male,4,Life Sciences,Sales Executive
1220,33,Female,3,Medical,Sales Executive
1221,36,Male,4,Life Sciences,Laboratory Technician
1225,44,Male,4,Other,Research Scientist
1228,46,Male,4,Technical Degree,Manufacturing Director
1231,42,Male,5,Medical,Human Resources
1233,60,Male,4,Marketing,Sales Executive
1234,32,Female,3,Other,Laboratory Technician
1235,32,Female,2,Life Sciences,Research Scientist
1237,36,Female,3,Technical Degree,Manufacturing Director
1238,33,Male,3,Medical,Research Scientist
1239,40,Female,3,Technical Degree,Sales Executive
1242,42,Female,5,Medical,Research Director
1243,35,Female,2,Marketing,Sales Executive
1245,54,Female,4,Life Sciences,Manufacturing Director
1246,44,Female,1,Life Sciences,Research Scientist
1250,54,Male,3,Life Sciences,Research Director
1251,31,Male,2,Medical,Healthcare Representative
1252,31,Female,3,Medical,Healthcare Representative
1254,59,Female,3,Life Sciences,Sales Executive
1255,43,Male,3,Life Sciences,Research Director
1256,49,Male,2,Medical,Manager
1257,36,Male,3,Technical Degree,Research Scientist
1258,48,Male,2,Technical Degree,Laboratory Technician
1263,48,Male,3,Life Sciences,Research Director
1265,34,Female,3,Technical Degree,Research Scientist
1267,44,Male,3,Marketing,Manager
1268,33,Male,5,Marketing,Sales Executive
1277,45,Female,3,Marketing,Manager
1278,55,Male,1,Medical,Healthcare Representative
1280,46,Female,2,Marketing,Manager
1281,34,Female,3,Marketing,Sales Executive
1282,51,Male,3,Life Sciences,Manager
1283,59,Male,4,Medical,Manufacturing Director
1285,34,Female,3,Medical,Laboratory Technician
1288,44,Male,2,Life Sciences,Manager
1289,34,Male,3,Life Sciences,Human Resources
1291,35,Male,1,Life Sciences,Research Scientist
1292,42,Female,4,Medical,Research Scientist
1293,43,Female,4,Marketing,Sales Executive
1294,36,Female,4,Life Sciences,Manufacturing Director
1295,44,Female,3,Medical,Healthcare Representative
1297,51,Female,2,Medical,Laboratory Technician
1304,32,Male,3,Medical,Sales Executive
1306,45,Female,3,Medical,Manager
1307,39,Female,4,Medical,Manager
1308,58,Male,4,Life Sciences,Research Scientist
1309,32,Male,2,Life Sciences,Laboratory Technician
1310,39,Male,3,Medical,Research Scientist
1312,36,Female,4,Technical Degree,Healthcare Representative
1314,46,Female,2,Life Sciences,Human Resources
1317,50,Female,3,Life Sciences,Research Director
1318,40,Male,4,Marketing,Sales Executive
1319,52,Male,3,Life Sciences,Sales Executive
1322,39,Male,2,Life Sciences,Manufacturing Director
1324,31,Female,4,Life Sciences,Sales Executive
1329,41,Male,2,Medical,Sales Executive
1331,31,Female,3,Life Sciences,Sales Representative
1333,44,Male,3,Life Sciences,Laboratory Technician
1334,42,Male,1,Life Sciences,Manager
1336,55,Female,2,Medical,Manager
1338,56,Male,4,Life Sciences,Manager
1340,40,Male,2,Life Sciences,Research Scientist
1344,34,Male,3,Life Sciences,Healthcare Representative
1346,40,Male,3,Life Sciences,Research Scientist
1349,41,Female,3,Marketing,Sales Executive
1350,35,Male,4,Life Sciences,Research Scientist
1352,51,Male,3,Life Sciences,Manager
1355,38,Female,2,Life Sciences,Sales Executive
1356,34,Female,2,Medical,Sales Executive
1360,58,Female,4,Medical,Manufacturing Director
1361,40,Male,4,Life Sciences,Laboratory Technician
1362,36,Female,3,Marketing,Sales Executive
1363,48,Male,3,Life Sciences,Manufacturing Director
1367,51,Female,2,Technical Degree,Manufacturing Director
1369,35,Female,3,Medical,Laboratory Technician
1372,55,Male,4,Marketing,Sales Executive
1373,56,Male,3,Life Sciences,Manufacturing Director
1374,34,Female,1,Technical Degree,Research Scientist
1375,40,Female,1,Medical,Healthcare Representative
1377,34,Male,3,Medical,Laboratory Technician
1379,31,Female,3,Life Sciences,Sales Representative
1380,35,Female,4,Marketing,Sales Executive
1382,38,Male,3,Life Sciences,Research Scientist
1383,34,Female,4,Technical Degree,Healthcare Representative
1389,31,Male,4,Medical,Manufacturing Director
1390,39,Male,4,Life Sciences,Sales Executive
1391,51,Male,3,Marketing,Sales Executive
1392,41,Female,3,Life Sciences,Research Scientist
1394,37,Male,1,Life Sciences,Research Scientist
1395,33,Male,1,Life Sciences,Sales Executive
1396,32,Male,1,Marketing,Sales Executive
1397,39,Male,2,Life Sciences,Healthcare Representative
1401,52,Female,2,Medical,Manufacturing Director
1402,43,Female,3,Medical,Research Scientist
1408,42,Female,3,Human Resources,Manager
1409,52,Female,4,Other,Laboratory Technician
1411,37,Female,3,Medical,Laboratory Technician
1412,35,Male,2,Life Sciences,Manufacturing Director
1420,49,Male,2,Life Sciences,Laboratory Technician
1422,54,Female,3,Medical,Research Director
1423,58,Female,3,Medical,Research Director
1424,55,Male,4,Medical,Research Director
1425,36,Female,4,Marketing,Sales Executive
1427,31,Female,4,Life Sciences,Sales Representative
1430,31,Female,5,Life Sciences,Research Director
1431,34,Male,4,Other,Research Scientist
1433,31,Female,3,Life Sciences,Research Scientist
1435,36,Male,4,Life Sciences,Laboratory Technician
1436,36,Female,4,Marketing,Sales Executive
1438,47,Male,3,Technical Degree,Research Scientist
1440,37,Male,2,Technical Degree,Laboratory Technician
1441,56,Female,2,Life Sciences,Research Scientist
1443,47,Female,4,Medical,Research Director
1446,32,Male,5,Marketing,Sales Executive
1447,34,Female,3,Life Sciences,Laboratory Technician
1448,41,Male,5,Medical,Research Scientist
1449,40,Male,4,Other,Laboratory Technician
1453,31,Male,2,Life Sciences,Sales Executive
1457,46,Male,3,Marketing,Sales Executive
1458,39,Female,3,Life Sciences,Laboratory Technician
1459,31,Female,5,Life Sciences,Manufacturing Director
1460,45,Male,3,Medical,Healthcare Representative
1461,31,Female,2,Medical,Human Resources
1464,31,Male,3,Life Sciences,Laboratory Technician
1465,45,Male,3,Technical Degree,Manufacturing Director
1466,48,Male,3,Marketing,Sales Executive
1467,34,Female,4,Technical Degree,Human Resources
1468,40,Male,1,Medical,Research Director
1471,44,Male,3,Life Sciences,Laboratory Technician
1472,53,Male,3,Medical,Research Director
1473,49,Male,4,Technical Degree,Healthcare Representative
1474,40,Male,3,Medical,Research Scientist
1475,44,Male,3,Life Sciences,Research Scientist
1477,33,Male,3,Medical,Sales Executive
1478,34,Male,3,Other,Sales Executive
1480,42,Female,2,Medical,Laboratory Technician
1481,44,Female,5,Marketing,Sales Executive
1483,57,Male,2,Life Sciences,Research Scientist
1484,49,Male,4,Life Sciences,Healthcare Representative
1485,34,Male,3,Medical,Research Director
1489,34,Female,4,Medical,Sales Executive
1492,35,Male,1,Life Sciences,Sales Representative
1496,44,Male,1,Medical,Manufacturing Director
1501,55,Male,4,Life Sciences,Healthcare Representative
1502,33,Female,4,Medical,Laboratory Technician
1503,47,Female,3,Medical,Sales Executive
1509,49,Female,2,Medical,Laboratory Technician
1515,33,Male,5,Life Sciences,Healthcare Representative
1516,32,Male,3,Medical,Manager
1520,54,Female,4,Medical,Manager
1523,44,Male,3,Life Sciences,Research Director
1525,39,Female,3,Life Sciences,Manufacturing Director
1527,46,Female,3,Life Sciences,Manager
1529,35,Female,3,Life Sciences,Healthcare Representative
1534,40,Male,4,Life Sciences,Laboratory Technician
1535,34,Male,3,Technical Degree,Sales Executive
1537,31,Female,3,Life Sciences,Research Scientist
1539,50,Male,5,Medical,Research Director
1541,34,Male,2,Technical Degree,Sales Representative
1542,42,Male,3,Medical,Laboratory Technician
1543,37,Male,3,Medical,Research Scientist
1545,33,Male,3,Life Sciences,Manufacturing Director
1546,45,Male,3,Technical Degree,Research Scientist
1547,42,Male,3,Life Sciences,Healthcare Representative
1548,40,Male,2,Medical,Sales Executive
1549,33,Male,4,Life Sciences,Laboratory Technician
1550,40,Male,2,Medical,Manager
1552,40,Male,2,Life Sciences,Healthcare Representative
1553,45,Male,4,Technical Degree,Healthcare Representative
1554,35,Female,4,Life Sciences,Sales Representative
1555,32,Female,2,Life Sciences,Research Scientist
1556,36,Male,4,Life Sciences,Sales Representative
1557,48,Female,4,Life Sciences,Sales Executive
1560,33,Male,4,Life Sciences,Sales Executive
1563,38,Male,4,Human Resources,Human Resources
1564,35,Male,3,Medical,Laboratory Technician
1569,35,Female,3,Life Sciences,Laboratory Technician
1572,53,Female,5,Technical Degree,Manufacturing Director
1573,38,Male,3,Medical,Manufacturing Director
1574,32,Male,4,Technical Degree,Research Scientist
1576,48,Female,4,Other,Research Scientist
1577,34,Male,4,Medical,Research Scientist
1578,55,Male,5,Marketing,Manager
1580,34,Male,4,Life Sciences,Research Scientist
1582,38,Male,3,Life Sciences,Sales Executive
1583,38,Female,3,Life Sciences,Sales Executive
1585,36,Female,4,Life Sciences,Sales Executive
1587,35,Female,4,Medical,Healthcare Representative
1588,39,Male,3,Medical,Sales Executive
1591,50,Male,3,Marketing,Manager
1594,36,Male,4,Life Sciences,Laboratory Technician
1595,42,Male,2,Other,Manager
1596,35,Male,3,Life Sciences,Laboratory Technician
1597,34,Male,4,Technical Degree,Healthcare Representative
1598,40,Female,2,Life Sciences,Sales Executive
1599,43,Male,3,Technical Degree,Laboratory Technician
1601,35,Male,2,Life Sciences,Laboratory Technician
1602,46,Male,4,Life Sciences,Manager
1606,50,Male,5,Medical,Healthcare Representative
1607,32,Female,4,Other,Research Scientist
1608,44,Female,3,Medical,Research Director
1611,45,Female,5,Medical,Laboratory Technician
1612,45,Male,3,Marketing,Sales Executive
1613,31,Male,4,Other,Sales Executive
1614,36,Female,4,Life Sciences,Manufacturing Director
1615,34,Male,4,Life Sciences,Manufacturing Director
1617,49,Female,4,Life Sciences,Laboratory Technician
1618,39,Male,5,Medical,Manufacturing Director
1621,35,Male,5,Life Sciences,Research Scientist
1625,47,Female,4,Life Sciences,Manager
1627,39,Male,2,Medical,Laboratory Technician
1628,40,Female,3,Life Sciences,Manufacturing Director
1630,35,Female,4,Life Sciences,Healthcare Representative
1631,37,Male,3,Life Sciences,Manufacturing Director
1633,39,Female,3,Medical,Manufacturing Director
1635,45,Female,2,Other,Manufacturing Director
1638,38,Female,2,Medical,Manufacturing Director
1639,35,Male,3,Medical,Sales Executive
1640,37,Female,3,Medical,Research Scientist
1641,40,Female,3,Life Sciences,Manufacturing Director
1642,44,Male,5,Human Resources,Human Resources
1644,48,Male,5,Medical,Manager
1645,35,Male,2,Medical,Sales Executive
1649,40,Male,3,Life Sciences,Laboratory Technician
1651,36,Female,4,Life Sciences,Healthcare Representative
1654,39,Male,3,Medical,Manufacturing Director
1655,49,Female,4,Other,Research Director
1656,50,Female,5,Life Sciences,Research Director
1658,34,Female,3,Life Sciences,Research Scientist
1659,36,Male,3,Life Sciences,Laboratory Technician
1661,49,Female,1,Life Sciences,Healthcare Representative
1662,36,Female,4,Medical,Manufacturing Director
1664,36,Male,2,Life Sciences,Healthcare Representative
1665,54,Female,5,Medical,Manager
1666,43,Male,2,Life Sciences,Research Director
1667,35,Male,4,Other,Sales Executive
1668,38,Male,3,Life Sciences,Research Scientist
1670,33,Male,4,Medical,Sales Executive
1671,32,Male,3,Medical,Research Scientist
1673,31,Female,4,Life Sciences,Sales Executive
1674,49,Female,3,Medical,Laboratory Technician
1675,38,Female,3,Medical,Laboratory Technician
1676,47,Female,4,Life Sciences,Manager
1677,49,Male,3,Life Sciences,Manager
1678,41,Male,2,Life Sciences,Sales Executive
1681,33,Female,3,Life Sciences,Sales Executive
1682,36,Male,4,Life Sciences,Healthcare Representative
1683,44,Female,3,Life Sciences,Human Resources
1687,38,Female,2,Medical,Laboratory Technician
1689,53,Male,4,Medical,Healthcare Representative
1691,48,Female,2,Medical,Sales Representative
1692,32,Male,4,Life Sciences,Laboratory Technician
1694,55,Male,3,Technical Degree,Research Scientist
1696,34,Male,2,Medical,Laboratory Technician
1697,60,Male,4,Medical,Healthcare Representative
1698,33,Male,3,Medical,Laboratory Technician
1700,37,Male,4,Medical,Sales Executive
1701,34,Female,3,Life Sciences,Research Scientist
1703,44,Female,3,Life Sciences,Healthcare Representative
1704,35,Male,4,Medical,Research Scientist
1706,43,Male,3,Medical,Sales Executive
1708,41,Male,3,Marketing,Sales Executive
1710,36,Female,4,Life Sciences,Sales Representative
1712,45,Male,1,Life Sciences,Healthcare Representative
1716,47,Male,3,Life Sciences,Sales Executive
1719,45,Female,2,Technical Degree,Research Director
1720,32,Male,3,Life Sciences,Research Scientist
1721,31,Male,4,Life Sciences,Laboratory Technician
1722,41,Male,3,Human Resources,Human Resources
1724,40,Female,2,Life Sciences,Manufacturing Director
1727,46,Male,4,Life Sciences,Healthcare Representative
1728,35,Male,4,Life Sciences,Manufacturing Director
1731,47,Male,4,Marketing,Sales Executive
1732,46,Male,3,Life Sciences,Sales Executive
1733,36,Male,5,Marketing,Sales Executive
1734,32,Male,2,Life Sciences,Sales Executive
1736,31,Female,1,Technical Degree,Manufacturing Director
1737,39,Male,3,Life Sciences,Laboratory Technician
1739,32,Male,3,Life Sciences,Sales Executive
1740,40,Male,4,Medical,Manager
1744,45,Female,3,Life Sciences,Human Resources
1749,31,Male,3,Technical Degree,Sales Executive
1755,34,Male,4,Medical,Research Scientist
1756,33,Female,3,Marketing,Sales Executive
1757,49,Female,4,Marketing,Sales Executive
1758,33,Female,3,Life Sciences,Sales Executive
1760,38,Female,2,Medical,Laboratory Technician
1761,31,Male,4,Marketing,Sales Executive
1764,32,Male,4,Technical Degree,Research Scientist
1766,38,Male,3,Medical,Healthcare Representative
1767,43,Male,3,Technical Degree,Research Scientist
1768,42,Male,3,Medical,Laboratory Technician
1770,55,Male,3,Medical,Research Director
1771,33,Male,3,Technical Degree,Research Scientist
1772,41,Male,4,Life Sciences,Laboratory Technician
1774,34,Male,3,Life Sciences,Sales Executive
1775,53,Female,4,Medical,Manufacturing Director
1778,43,Male,3,Life Sciences,Human Resources
1779,34,Female,2,Life Sciences,Sales Executive
1782,38,Female,2,Other,Laboratory Technician
1784,31,Female,4,Marketing,Sales Executive
1786,51,Female,3,Technical Degree,Manager
1787,37,Male,2,Marketing,Sales Executive
1789,46,Male,4,Medical,Research Director
1790,36,Male,3,Life Sciences,Healthcare Representative
1792,44,Male,2,Medical,Research Scientist
1794,37,Male,2,Other,Human Resources
1797,35,Male,3,Life Sciences,Sales Executive
1798,33,Male,4,Life Sciences,Research Scientist
1800,39,Male,1,Medical,Research Director
1801,46,Male,2,Life Sciences,Sales Executive
1802,40,Female,2,Life Sciences,Laboratory Technician
1803,42,Male,3,Medical,Healthcare Representative
1804,35,Male,2,Medical,Manufacturing Director
1805,38,Male,3,Human Resources,Human Resources
1807,34,Male,4,Life Sciences,Laboratory Technician
1809,37,Male,4,Medical,Manufacturing Director
1812,39,Male,3,Life Sciences,Sales Executive
1813,43,Male,3,Life Sciences,Research Scientist
1814,41,Male,3,Life Sciences,Healthcare Representative
1815,41,Female,1,Marketing,Sales Executive
1821,46,Female,2,Medical,Healthcare Representative
1822,40,Female,3,Life Sciences,Healthcare Representative
1823,34,Male,2,Technical Degree,Sales Executive
1824,58,Male,3,Medical,Manager
1826,35,Male,4,Medical,Laboratory Technician
1827,47,Female,3,Life Sciences,Manufacturing Director
1829,40,Female,3,Life Sciences,Healthcare Representative
1830,54,Female,4,Medical,Research Scientist
1833,31,Female,4,Marketing,Sales Executive
1835,38,Female,4,Marketing,Sales Representative
1837,58,Male,4,Life Sciences,Research Director
1842,31,Male,5,Human Resources,Human Resources
1845,45,Female,4,Life Sciences,Sales Executive
1847,36,Female,4,Other,Research Scientist
1849,43,Male,4,Life Sciences,Sales Executive
1853,32,Male,4,Marketing,Sales Executive
1854,42,Male,4,Technical Degree,Research Scientist
1856,47,Female,4,Life Sciences,Laboratory Technician
1857,46,Male,2,Life Sciences,Manufacturing Director
1860,42,Male,3,Life Sciences,Laboratory Technician
1862,32,Male,4,Marketing,Sales Executive
1863,46,Female,3,Technical Degree,Sales Executive
1866,43,Female,3,Medical,Manager
1867,48,Male,3,Life Sciences,Research Director
1869,46,Female,3,Life Sciences,Sales Executive
1871,39,Male,4,Other,Research Scientist
1873,55,Male,4,Technical Degree,Research Scientist
1880,36,Female,4,Technical Degree,Sales Executive
1881,31,Male,3,Life Sciences,Laboratory Technician
1882,34,Male,3,Life Sciences,Sales Executive
1885,37,Male,4,Medical,Research Scientist
1886,35,Female,2,Other,Manufacturing Director
1888,45,Female,2,Life Sciences,Manufacturing Director
1890,36,Male,1,Human Resources,Human Resources
1892,40,Male,4,Life Sciences,Manager
1900,48,Female,3,Medical,Manager
1903,44,Male,4,Life Sciences,Healthcare Representative
1905,34,Male,4,Technical Degree,Research Scientist
1907,56,Male,2,Life Sciences,Laboratory Technician
1908,36,Male,2,Marketing,Sales Executive
1909,41,Female,3,Marketing,Sales Executive
1911,42,Male,3,Medical,Research Director
1912,31,Female,2,Medical,Sales Executive
1915,34,Female,1,Medical,Sales Executive
1916,31,Female,3,Medical,Laboratory Technician
1922,45,Male,4,Medical,Healthcare Representative
1924,33,Male,4,Marketing,Sales Executive
1929,39,Female,4,Life Sciences,Sales Executive
1932,34,Male,4,Other,Research Scientist
1934,47,Male,4,Technical Degree,Research Scientist
1935,56,Female,5,Marketing,Sales Executive
1936,39,Male,2,Medical,Manufacturing Director
1937,38,Female,3,Medical,Research Scientist
1938,58,Female,3,Life Sciences,Manager
1939,32,Female,2,Life Sciences,Research Scientist
1940,38,Male,2,Life Sciences,Research Scientist
1941,49,Male,1,Life Sciences,Research Director
1943,42,Male,4,Marketing,Sales Executive
1945,35,Male,4,Medical,Sales Executive
1948,31,Male,2,Medical,Research Scientist
1949,36,Male,4,Life Sciences,Laboratory Technician
1950,34,Male,3,Marketing,Sales Executive
1951,34,Male,4,Medical,Sales Executive
1955,32,Female,4,Medical,Healthcare Representative
1956,31,Male,3,Life Sciences,Research Scientist
1961,38,Male,3,Life Sciences,Sales Representative
1962,35,Female,4,Life Sciences,Sales Executive
1966,32,Male,4,Life Sciences,Manufacturing Director
1967,31,Male,4,Marketing,Sales Executive
1968,53,Male,4,Life Sciences,Sales Executive
1969,54,Female,2,Life Sciences,Research Scientist
1970,33,Male,2,Life Sciences,Healthcare Representative
1971,43,Male,3,Life Sciences,Healthcare Representative
1972,38,Male,4,Other,Human Resources
1973,55,Male,4,Human Resources,Manager
1974,31,Female,1,Medical,Laboratory Technician
1975,39,Male,4,Marketing,Sales Executive
1976,42,Male,2,Life Sciences,Research Scientist
1979,31,Female,3,Medical,Research Director
1980,54,Female,3,Medical,Manufacturing Director
1985,40,Female,3,Technical Degree,Laboratory Technician
1986,40,Female,2,Marketing,Sales Executive
1993,47,Male,3,Medical,Healthcare Representative
1994,33,Male,2,Medical,Laboratory Technician
1995,38,Male,4,Life Sciences,Sales Executive
1996,31,Male,2,Life Sciences,Sales Representative
1997,38,Male,4,Life Sciences,Manufacturing Director
1998,42,Male,4,Life Sciences,Research Scientist
1999,41,Male,3,Life Sciences,Research Scientist
2000,47,Female,1,Medical,Research Director
2003,35,Male,4,Medical,Laboratory Technician
2008,35,Male,4,Medical,Research Scientist
2009,33,Female,2,Medical,Healthcare Representative
2010,32,Female,4,Life Sciences,Laboratory Technician
2012,40,Male,4,Life Sciences,Laboratory Technician
2013,32,Male,4,Medical,Sales Representative
2014,39,Male,1,Life Sciences,Research Scientist
2015,38,Female,3,Medical,Research Director
2016,32,Female,4,Marketing,Sales Executive
2017,37,Female,3,Life Sciences,Research Director
2019,52,Male,4,Life Sciences,Sales Representative
2020,44,Male,3,Medical,Research Scientist
2022,39,Male,3,Life Sciences,Manager
2024,36,Female,3,Medical,Sales Executive
2025,36,Female,2,Life Sciences,Manufacturing Director
2026,56,Male,4,Life Sciences,Healthcare Representative
2031,42,Male,3,Life Sciences,Manager
2032,56,Male,2,Technical Degree,Laboratory Technician
2034,41,Female,4,Life Sciences,Manufacturing Director
2035,34,Female,3,Marketing,Sales Executive
2036,36,Male,4,Marketing,Sales Executive
2037,41,Male,3,Life Sciences,Sales Executive
2038,32,Male,3,Technical Degree,Research Scientist
2040,35,Female,4,Life Sciences,Human Resources
2041,38,Female,2,Life Sciences,Sales Executive
2044,50,Male,4,Life Sciences,Sales Executive
2045,36,Female,4,Marketing,Sales Executive
2046,45,Female,3,Life Sciences,Sales Executive
2048,40,Male,4,Life Sciences,Research Scientist
2049,35,Male,4,Life Sciences,Healthcare Representative
2051,40,Female,4,Medical,Research Scientist
2052,35,Female,4,Life Sciences,Research Scientist
2055,50,Male,3,Marketing,Sales Executive
2056,39,Female,1,Marketing,Sales Executive
2057,31,Male,3,Medical,Manufacturing Director
2061,36,Male,2,Medical,Laboratory Technician
2062,39,Male,1,Medical,Healthcare Representative
2065,49,Male,3,Medical,Sales Executive
2068,34,Male,3,Medical,Laboratory Technician
